source,title,author,year_approx,period,literary_movement,register,rhetorical_genre,discursive_structure,discourse_type,narrative_level,diegetic_mimetic,focalization,person,deictic_orientation,addressee_type,deictic_object,temporal_orientation,temporal_structure,tradition,mode,genre,stanza_structure,meter,rhyme,poem_id,length_lines,source_url,length_words
colab_classified,Morte d'Arthur,Alfred Tennyson,1842,Victorian,Romanticism,Formal,Epideictic,Narrative,Expository,Third person,Mimetic,Omniscient,,Third person,General,,Past,Chronological,British,Narrative,Epic,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Locksley Hall,Alfred Tennyson,1842,Victorian,Romanticism,Nostalgic,Epideictic,Monologue,Expository,First person,Non-diegetic,First person internal,Speaker,Second person,Imaginary,Locksley Hall,Past,Flashback,British Romanticism,Narrative,Lyric,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Lotos-Eaters,Alfred Tennyson,1832,Romantic,Romanticism,Narrative,Epideictic,Descriptive,Expository,Third person,Mimetic,Omniscient,,External,Implied,,Past,Linear,British Romanticism,Narrative,Lyric Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Tithonus,Alfred Tennyson,1860,Victorian,Romanticism,Elegiac,Epideictic,Descriptive,Expository,Extradiegetic,,Third person,,External,General,,Past,Linear,Classical,Lyric,Epigram,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Mariana,Alfred Tennyson,1830,Romantic,Romanticism,Melancholic,Epideictic,Descriptive,Poetic,,Non-diegetic,Third person,,Second person,Imaginary,,Past,Flashback,British,Lyric,Lyric poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Palace of Art,Alfred Tennyson,1832,Romantic,Romanticism,Admiring,Epideictic,Descriptive,Poetic,Extradiegetic,Non-diegetic,Third person omniscient,,Second person,Imaginary,The Palace of Art,Present,Static,British Romanticism,Lyric,Descriptive poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Maud,Alfred Tennyson,1855,Victorian,Victorian Poetry,Narrative,Epideictic,Monologue,Expository,Third person,Extradiegetic,Omniscient,,Extralocative,Implied,,Past,Linear,British Romanticism,Narrative,Long Narrative Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Passing of Arthur,Alfred Tennyson,1869,Victorian,Romanticism,Epic,Epideictic,Exposition,Fictive,Third person,Mimetic,Omniscient,,Past,Indirect,,Past,Linear,British,Narrative,Epic,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Holy Grail,Alfred Tennyson,1869,Victorian,Romanticism,Epic,Epideictic,Descriptive,Expository,Third person omniscient,Mimetic,External,Third person,Anaphoric,General,The Holy Grail,Past,Linear,Arthurian legend,Narrative,Epic poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Soliloquy of the Spanish Cloister,Robert Browning,1842,Victorian,Victorianism,Meditative,Epideictic,Monologue,Expository,First person,Internal,First person,Female,Subjective,Implied,Self,Past,Flashback,Romanticism,Dramatic,Lyric Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Bishop Orders His Tomb at Saint Praxed's Church,Robert Browning,1845,Victorian,Victorianism,Formal,Epideictic,Monologue,Expository,Third person,Mimetic,External,Third person,Past,Implied,The tomb of the bishop,Past,Linear,Browning's poetry is often classified as part of the Victorian literary tradition,Narrative,Narrative poetry,"Four stanzas, each with eight lines",Iambic pentameter,AABBCCDD,,,,
colab_classified,Love Among the Ruins,Robert Browning,1855,Victorian,Victorianism,Formal,Epideictic,Monologue,Expository,Extradiegetic,Mimetic,First person,Speaker,Second person,Imaginary,Ruins,Past,Flashback,British Romanticism,Dramatic,Lyric Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Childe Roland to the Dark Tower Came,Robert Browning,1855,Victorian,Victorianism,Formal,Epideictic,Monologue,Expository,Third person limited,Realistic,External,Third person,Past,Implied,Dark Tower,Past,Linear,British Romanticism,Narrative,Epic,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Toccata of Galuppi's,Robert Browning,1855,Victorian,Victorianism,Formal,Epideictic,Monologue,Expressive,First person,Internal,First person,Monodrama,Second person,Imaginary,Music,Past,Flashback,British Romanticism,Dramatic,Lyric Drama,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Pied Piper of Hamelin,Robert Browning,1842,Victorian,Romanticism,Narrative,Epideictic,Story,Third person,Extradiegetic,Mimetic,Omniscient,Third person,External,Implied,Hamelin,Past,Linear,Oral tradition,Narrative,Fable,Quatrains,Iambic pentameter,AABBCC,,,,
colab_classified,Rabbi Ben Ezra,Robert Browning,1864,Victorian,Victorianism,Formal,Epideictic,Monologue,Expository,Third person internal,Mimetic,Internal,Rabbi Ben Ezra,First person,God,The book of Psalms,Past,Flashback,Jewish,Dramatic,Religious poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Caliban upon Setebos,Robert Browning,1864,Victorian,Victorianism,Monologue,Epideictic,Monologue,Expository,Third person internal,Mimetic,Limited,Caliban,External,Implied,,Past,Flashback,British Romanticism,Dramatic,Poetry,Irregular,Irregular,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C,,,,
colab_classified,Abt Vogler,Robert Browning,1864,Victorian,Victorianism,Formal,Epideictic,Monologue,Expository,Third person,Mimetic,External,Third person,Static,General,Abt Vogler,Past,Linear,British Romanticism,Dramatic,Poetry,Irregular,Iambic pentameter,AABBCCDD,,,,
colab_classified,Sonnet 1: I thought once,Elizabeth Barrett Browning,1850,Victorian,Romanticism,Introspective,Epideictic,Cohesive,Expository,First person,Non-diegetic,First person internal,First person singular,Static,Implied,,Reflective,Chronological,English sonnet tradition,Lyric,Lyric poetry,Three quatrains and a couplet,Iambic pentameter,ABAB CDCD EFEF GG,,,,
colab_classified,Sonnet 14: If thou must love me,Elizabeth Barrett Browning,1850,Victorian,Romanticism,Admiring,Epideictic,Three quatrains followed by a couplet,Poetic,,Non-diegetic,Third person,,Second person,Beloved,,Present,Static,English sonnet tradition,Lyric,Love poetry,Three quatrains and a couplet,Iambic pentameter,ABAB CDCD EFEF GG,,,,
colab_classified,Sonnet 22: When our two souls,Elizabeth Barrett Browning,1850,Victorian,Romanticism,Admiring,Epideictic,Three quatrains and a couplet,Poetic,Extradiegetic,Non-diegetic,Third person,,Static,Implied,,Present,Simple,English sonnet tradition,Lyric,Love poetry,Three quatrains and a couplet,Iambic pentameter,ABABCDCDEFEFGG,,,,
colab_classified,Aurora Leigh (Book I),Elizabeth Barrett Browning,1856,Victorian,Victorian Poetry,Formal,Deliberative,Monologue,Expository,Third person internal,Extradiegetic,Omniscient,Female,First person,General,,Past,Linear,British Romanticism,Narrative,Novel in Verse,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Aurora Leigh (Book V),Elizabeth Barrett Browning,1856,Victorian,Victorian Poetry,Formal,Deliberative,Monologue,Expository,Third person internal,Mimetic,Internal,Female,First person,Implied,The sun,Past,Linear,British Romanticism,Narrative,Long Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Lady Geraldine's Courtship,Elizabeth Barrett Browning,1844,Victorian,Romanticism,Formal,Epideictic,Linear,Expository,Third person,Exterior,Omniscient,,External,General,,Past,Chronological,British,Narrative,Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Amor Mundi,Christina Rossetti,1865,Victorian,Pre-Raphaelitism,Meditative,Epideictic,Descriptive,Expository,,,,,,,,,,,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Echo,Christina Rossetti,1862,Victorian,Pre-Raphaelitism,Lyrical,Epideictic,Narrative,Expository,First person,Mimetic,Internal,Female,Second person,Reader,Nature,Present,Static,English Romanticism,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Triad,Christina Rossetti,1856,Victorian,Pre-Raphaelitism,Meditative,Epideictic,Three-part structure,Poetic,,Non-diegetic,Third person omniscient,,Non-deictic,Imaginary,,Past,Flashback,British,Lyric,Lyric poetry,Three quatrains and a couplet,Iambic pentameter,AABB AABB CC,,,,
colab_classified,Monna Innominata,Christina Rossetti,1881,Victorian,Pre-Raphaelitism,Admiring,Epideictic,Descriptive,Expository,,,,,,,,,,British,Lyric,Sonnet,Three quatrains and a couplet,Iambic pentameter,ABAB CDCD EFEF GG,,,,
colab_classified,The Convent Threshold,Christina Rossetti,1862,Victorian,Pre-Raphaelitism,Reflective,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,Static,General,,Past,Simple,British,Lyric,Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Winter: My Secret,Christina Rossetti,1862,Victorian,Pre-Raphaelitism,Introspective,Epideictic,Paragraphic,Expository,First person,Non-diegetic,Internal,First person singular,Subjective,Implied,Nature,Present,Static,English literary tradition,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Thyrsis,Matthew Arnold,1866,Victorian,,Elegiac,Epideictic,,,,,,,,,,Past,,Classical,Lyric,Elegy,Sonnet,Iambic pentameter,ABABCDCDEFEFGG,,,,
colab_classified,Sohrab and Rustum,Matthew Arnold,1853,Victorian,Romanticism,Epic,Epideictic,"Exposition, Development, Closure",Expository,Third person omniscient,Mimetic,Omniscient,Third person,External,Implied,The reader,Past,Linear,Classical,Narrative,Epic Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Forsaken Merman,Matthew Arnold,1849,Victorian,Romanticism,Narrative,Epideictic,Descriptive,Expository,Third person,Extradiegetic,Omniscient,,Third person,General,,Past,Simple,British Romanticism,Lyric,Narrative Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Empedocles on Etna,Matthew Arnold,1852,Victorian,Romanticism,Elevated,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,External,General,Mount Etna,Past,Linear,Classical,Lyric,Narrative Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Stanzas from the Grande Chartreuse,Matthew Arnold,1855,Victorian,,Meditative,Epideictic,,,,,,,,,,,,,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Carrion Comfort,Gerard Manley Hopkins,1918,Modernist,,,,,,,,,,,,,,,,Lyric,,,,,,,,
colab_classified,"No Worst, There Is None",Gerard Manley Hopkins,1918,Modernist,Modernism,Admiring,Epideictic,Descriptive,Expository,,,,,,,,,,,Lyric,Religious,Quatrains,Sprung rhythm,AABB,,,,
colab_classified,I Wake and Feel the Fell of Dark,Gerard Manley Hopkins,1918,Modernist,Modernism,Meditative,Epideictic,Descriptive,Expository,,,First person,First person singular,Subjective,Implied,,Present,Static,,Lyric,Poetry,Quatrains,Sprung rhythm,AABB,,,,
colab_classified,Felix Randal,Gerard Manley Hopkins,1918,Modernist,Modernism,Narrative,Epideictic,Descriptive,Expository,Third Person,Mimetic,Omniscient,,Anaphoric,General,,Past,Linear,British,Lyric,Narrative Poem,Quatrains,Sprung rhythm,AABB,,,,
colab_classified,The Wreck of the Deutschland,Gerard Manley Hopkins,1918,Modernist,Modernism,Epideictic,Epideictic,Descriptive,Poetic,Extradiegetic,Mimetic,Third person omniscient,,External,Implied,The wreck of the Deutschland,Past,Chronological,Modernist poetry,Lyric,Lyric,Quatrains,Sprung rhythm,AABB,,,,
colab_classified,Harry Ploughman,Gerard Manley Hopkins,1918,Modernist,Modernism,Observational,Epideictic,Expository,Narrative,Third person,Mimetic,Omniscient,,External,Implied,,Present,Synchronous,British,Lyric,Poetry,Quatrains,Sprung rhythm,AABB,,,,
colab_classified,That Nature Is a Heraclitean Fire,Gerard Manley Hopkins,1918,Modernist,Modernism,Meditative,Epideictic,Descriptive,Expository,,,First person,Speaker,First person,Implied,Nature,Present,Static,Modernist Poetry,Lyric,Descriptive Poetry,Free,Sprung rhythm,A-B-C-B-A-B-C-B-A-B-C-B-A-B-C-B-A-B-C-B-A-B-C-B-A-B-C-B,,,,
colab_classified,Tell all the truth but tell it slant,Emily Dickinson,1945,Victorian,,,,,,,,,,,,,,,American,Lyric,,Quatrains,,AABB,,,,
colab_classified,Much Madness is divinest Sense,Emily Dickinson,1890,Late 19th Century,Late Romanticism,Meditative,Epideictic,Paragraphic,Reflective,First person,Non-diegetic,First person internal,First person singular,Subjective,Implied,,Timeless,A-temporal,American,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,"I felt a Funeral, in my Brain",Emily Dickinson,1896,Late 19th Century,"Romanticism, Modernism",Introspective,Epideictic,Monologue,First person,Internal,Internal,First person,First person singular,Subjective,Implied,Funeral,Retrospective,Flashback,American,Lyric,Poetry,Quatrains,Iambic tetrameter,AABB,,,,
colab_classified,I taste a liquor never brewed,Emily Dickinson,1861,Victorian,Romanticism,Mystical,Epideictic,Descriptive,Poetic,First person,Non-diegetic,Internal,First person singular,Subjective,Implied,A liquor,Timeless,A-temporal,American,Lyric,Poetry,Quatrains,Iambic tetrameter,AABB,,,,
colab_classified,My Life had stood - a Loaded Gun,Emily Dickinson,1929,Victorian,Romanticism,Reflective,Epideictic,Monologue,Poetic,First person,Non-diegetic,First person internal,First person singular,Non-deictic,Implied,,Reflective,Flashback,American,Lyric,Lyric poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,I cannot live with You,Emily Dickinson,1890,Victorian,Romanticism,Formal,Epideictic,Monologue,Poetic,First person,Non-diegetic,First person internal,Speaker,First person,Implied,You,Present,Static,American,Lyric,Love poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Safe in their Alabaster Chambers,Emily Dickinson,1862,Victorian,Romanticism,Meditative,Epideictic,Descriptive,Poetic,,Non-diegetic,First person,Speaker,Internal,Imaginary,Alabaster chambers,Present,Static,American,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,"It was not Death, for I stood up",Emily Dickinson,1891,Late 19th Century,Late Romanticism,Reflective,Epideictic,Monologue,Poetic,First person,Non-diegetic,First person internal,First person singular,Subjective,Implied,Not specified,Retrospective,Flashback,American,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Noiseless Patient Spider,Walt Whitman,1868,Victorian,Romanticism,Observational,Epideictic,Paragraphic,Expository,Extradiegetic,Mimetic,Omniscient,First person singular,Anaphoric,Implied,Spider,Present,Static,American,Lyric,Narrative poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,As I Ebb'd with the Ocean of Life,Walt Whitman,1860,Victorian,Romanticism,Elegiac,Epideictic,,,,,,,,,,,,American,Lyric,,,Free verse,,,,,
colab_classified,The Sleepers,Walt Whitman,1855,Romantic,Romanticism,Elevated,Epideictic,Descriptive,Poetic,Extradiegetic,,Omniscient,First person plural,,Imaginary,,Present,Static,American,Lyric,Poetry,Free,Free verse,,,,,
colab_classified,There Was a Child Went Forth,Walt Whitman,1855,Victorian,Romanticism,Epideictic,Epideictic,,,,,,,,,,,,American,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Passage to India,Walt Whitman,1871,Victorian,"Realism, Naturalism",Observational,Epideictic,Expository,Monologue,Third person omniscient,Mimetic,External,,Third person,Implied,,Present,Chronological,Modernist,Lyric,Poetry,Free verse,Free verse,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A,,,,
colab_classified,By Blue Ontario's Shore,Walt Whitman,1856,Victorian,Romanticism,Admiring,Epideictic,Expository,Poetic,,,,,,,,,,American,Lyric,Poetry,Free verse,Free verse,,,,,
colab_classified,Portrait of a Lady,T.S. Eliot,1915,Modernist,Modernism,Formal,Epideictic,Expository,Monologue,Third person omniscient,External,Omniscient,,Third person,Implied,,Past,Chronological,,Lyric,,Four quatrains and a tercet,Iambic pentameter,"AABB, CC, DD, EE, FFF",,,,
colab_classified,Rhapsody on a Windy Night,T.S. Eliot,1917,Modernist,Modernism,Meditative,Epideictic,Cohesive,Expository,Extradiegetic,,Third person omniscient,,Static,Implied,,Present,Sequential,Modernist poetry,Lyric,Poetry,Irregular,Free verse,,,,,
colab_classified,Sweeney Among the Nightingales,T.S. Eliot,1920,Modernist,Modernism,Narrative,Epideictic,Fragmented,Monologue,Third person,Non-diegetic,External,Third person,Non-deictic,Implied,,Non-linear,Flashback,Modernist poetry,Narrative,,Fragmented,Free verse,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C,,,,
colab_classified,Ash Wednesday,T.S. Eliot,1930,Modernist,Modernism,Formal,Epideictic,Monologue,Expository,First person,,First person internal,Speaker,First person,Implied,,Present,Flashback,Modernist Poetry,Lyric,Religious Poetry,Quatrains,Iambic pentameter,AABA,,,,
colab_classified,Marina,T.S. Eliot,1930,Modernist,Modernism,Formal,Epideictic,Fragmented,Expository,Third person,Mimetic,Omniscient,,Anaphoric,Implied,,Past,Linear,Modernist poetry,Lyric,Poetry,Quatrains,Free verse,A-B-A-B,,,,
colab_classified,Four Quartets: Burnt Norton,T.S. Eliot,1936,Modernist,Modernism,Meditative,Epideictic,Fragmented,Poetic,Extradiegetic,,Omniscient,,,Implied,,Nonlinear,Flashback,Modernist Poetry,Lyric,Lyric Poem,Quatrains,Free verse,,,,,
colab_classified,Four Quartets: East Coker,T.S. Eliot,1940,Modernist,Modernism,Reflective,Epideictic,Fragmented,Poetic,Extradiegetic,,Omniscient,,,Implied,,Both past and present,Nonlinear,Modernist Poetry,Lyric,Long Poem,Quatrains,Free verse,,,,,
colab_classified,The Song of Wandering Aengus,William Butler Yeats,1899,Romantic,Romanticism,Narrative,Epideictic,Descriptive,Expository,First person,External,First person,Speaker,Past,Implied,Aengus,Past,Linear,Modernist,Lyric,Narrative poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Adam's Curse,William Butler Yeats,1904,Modernist,Modernism,Formal,Epideictic,Narrative,Expository,Third person,Extradiegetic,Omniscient,,Third person,General,,Past,Linear,British,Narrative,Lyric,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Magi,William Butler Yeats,1914,Modernist,Modernism,Formal,Epideictic,Descriptive,Expository,Third person omniscient,Mimetic,External,,Third person,Implied,The Magi,Past,Linear,British,Narrative,Narrative poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,In Memory of Major Robert Gregory,William Butler Yeats,1919,Modernist,Modernism,Formal,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,,General,,Past,Chronological,British,Lyric,Elegy,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,A Prayer for My Daughter,William Butler Yeats,1921,Modernist,Modernism,Formal,Epideictic,Monologue,Poetic,Extradiegetic,,First person (narrator),First person (narrator),,General,,Future,Linear,Modernist poetry,Lyric,Religious poetry,Quatrains,Iambic pentameter,ABAB,,,,
colab_classified,Byzantium,William Butler Yeats,1933,Modernist,Modernism,Mystical,Epideictic,Expository,Poetic,Extradiegetic,,Third person omniscient,,,General,,Future,Static,,Lyric,Lyric,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Circus Animals' Desertion,William Butler Yeats,1939,Modernist,Modernism,Reflective,Epideictic,Narrative,Expository,Extradiegetic,Mimetic,Third person omniscient,,Second person,Imaginary,,Past,Linear,Modernist poetry,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Home Burial,Robert Frost,1914,Modernist,Modernism,Reflective,Epideictic,Descriptive,Expository,Extradiegetic,Mimetic,Third person omniscient,,Second person,Imaginary,The reader,Past,Linear,American,Lyric,Narrative Poem,Quatrains,Iambic tetrameter,AABB,,,,
colab_classified,The Death of the Hired Man,Robert Frost,1914,Modernist,Modernism,Narrative,Epideictic,Descriptive,Expository,Third Person,Mimetic,Omniscient,,Past,Implied,,Past,Linear,American,Narrative,Short Story,Quatrains,Iambic tetrameter,AABB,,,,
colab_classified,"Out, Out—",Robert Frost,1916,Modernist,Modernism,Descriptive,Epideictic,Narrative,Expository,Extradiegetic,Mimetic,Third person,,External,General,,Past,Linear,American,Narrative,Poetry,Quatrains,Iambic tetrameter,AABB,,,,
colab_classified,The Oven Bird,Robert Frost,1916,Modernist,Modernism,Observational,Epideictic,Expository,Monologue,Third person,Mimetic,External,,Extradiegetic,Implied,,Present,Static,American,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Fire and Ice,Robert Frost,1920,Modernist,Modernism,Neutral,Epideictic,Two-part parallel structure,Descriptive,Extradiegetic,,Third person omniscient,,,General,,Timeless,Static,American,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Nothing Gold Can Stay,Robert Frost,1923,Modernist,Modernism,Reflective,Epideictic,Descriptive,Expository,Extradiegetic,,Third person,,General,Implied,Nature,Past,Sequential,American,Lyric,Poetry,Quatrains,Iambic tetrameter,AABB,,,,
colab_classified,Directive,Robert Frost,1947,Modernist,Modernism,Imperative,Deliberative,Monologue,Poetic,,Non-diegetic,First person,Speaker,Second person,Reader,,Present,Static,New England,Lyric,Instructions,Quatrains,Iambic tetrameter,AABB,,,,
colab_classified,Peter Quince at the Clavier,Wallace Stevens,1923,Modernist,Modernism,Meditative,Epideictic,Descriptive,Expository,Extradiegetic,Mimetic,Third person omniscient,,Extralocative,General,,Present,Static,Modernist poetry,Lyric,Descriptive poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Idea of Order at Key West,Wallace Stevens,1936,Modernist,Modernism,Meditative,Epideictic,Expository,Prose Poem,Extradiegetic,,Third person,,,Implied,,Present,Linear,Modernist Poetry,Lyric,Poetry,Quatrains,Free verse,AABB,,,,
colab_classified,The Man with the Blue Guitar,Wallace Stevens,1937,Modernist,Modernism,Imaginative,Epideictic,Expository,Poetic,Extradiegetic,,Third person omniscient,,,Implied,,Present,Static,Modernist Poetry,Lyric,Lyric,Free,Free verse,,,,,
colab_classified,Notes Toward a Supreme Fiction,Wallace Stevens,1942,Modernist,Modernism,Reflective,Epideictic,Fragmented,Poetic,Extradiegetic,,Omniscient,,,Implied,,Present,Linear,Modernist Poetry,Lyric,Philosophical Poetry,Irregular,Free verse,,,,,
colab_classified,The Auroras of Autumn,Wallace Stevens,1950,Modernist,Modernism,Meditative,Epideictic,Expository,Fictive,Extradiegetic,,Third person omniscient,,,Implied,,Present,Static,Modernist Poetry,Lyric,Descriptive Poetry,Quatrains,Free verse,A-B-A-B,,,,
colab_classified,Portrait of a Lady,William Carlos Williams,1920,Modernist,Modernism,Observational,Epideictic,Expository,Monologue,Third person,Mimetic,External,,Second person,Implied,,Present,Synchronous,Modernist Poetry,Lyric,,Free verse,Free verse,Free verse,,,,
colab_classified,To Elsie,William Carlos Williams,1923,Modernist,Modernism,Intimate,Deliberative,Monologue,Poetic,First person,Extradiegetic,First person internal,Speaker,Second person,Real,Elsie,Present,Synchronous,Modernist poetry,Lyric,Love poem,Free,Free verse,A-B-A-B,,,,
colab_classified,The Yachts,William Carlos Williams,1935,Modernist,Modernism,Observational,Epideictic,Paragraphic,Expository,Extradiegetic,Mimetic,Third person omniscient,,Extralocative,General,,Present,Synchronous,Modernist poetry,Lyric,Lyric,Free verse,Free verse,AABBCC,,,,
colab_classified,"Asphodel, That Greeny Flower",William Carlos Williams,1955,Modernist,Modernism,Observational,Epideictic,Paragraphic,Expository,Extradiegetic,Mimetic,External,Third person,Neutral,Implied,Asphodel flower,Present,Synchronous,Modernist Poetry,Lyric,Lyric,Free,Free verse,AbbaBbb,,,,
colab_classified,The Cantos I,Ezra Pound,1917,Modernist,Modernism,Formal,Epideictic,Fragmented,Poetic,Extradiegetic,,Omniscient,Third person,,Implied,,Historical,Nonlinear,Modernist Poetry,Lyric,Epic,Irregular,Irregular,,,,,
colab_classified,The Cantos XLV,Ezra Pound,1937,Modernist,Modernism,Formal,Epideictic,Fragmented,Poetic,Extradiegetic,,Omniscient,Third person,,Implied,,Historical,Nonlinear,Modernist Poetry,Lyric,Epic,Irregular,Free verse,,,,,
colab_classified,Homage to Sextus Propertius,Ezra Pound,1919,Modernist,Modernism,Formal,Epideictic,Analogical,Expository,Extradiegetic,,Third person,,,General,,Past,Linear,Classical,Narrative,Epigram,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Mauberley,Ezra Pound,1920,Modernist,Modernism,Formal,Epideictic,Fragmented,Poetic,Extradiegetic,,Omniscient,Third person,,Implied,,Past,Chronological,Modernist Poetry,Narrative,Epigram,Variable,Free verse,,,,,
colab_classified,Hermes of the Ways,H.D.,1916,Modernist,Modernism,Mystical,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,Second person,Reader,,Present,Linear,Classical,Lyric,Epigram,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Orchard,H.D.,1916,Modernist,Modernism,Descriptive,Epideictic,Cohesive,Expository,Extradiegetic,Mimetic,Third person omniscient,,Extralocative,Implied,Orchard,Present,Static,Modernist poetry,Lyric,Lyric,Free,Free verse,A-B-A-B,,,,
colab_classified,The Walls Do Not Fall,H.D.,1944,Modernist,Modernism,Imperative,Deliberative,Monologue,Expository,First person,Extradiegetic,First person internal,Speaker,Second person,Implied,Walls,Present,Linear,Modernist poetry,Lyric,Poetry,Free verse,Free verse,A-B-A-B,,,,
colab_classified,Tribute to the Angels,H.D.,1945,Modernist,Modernism,Reverential,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,,General,,Timeless,Static,Modernist Poetry,Lyric,Religious Poetry,Free,Free verse,,,,,
colab_classified,An Octopus,Marianne Moore,1924,Modernist,Modernism,Observational,Epideictic,Expository,Declarative,Extradiegetic,Mimetic,Third person,,Neutral,Implied,,Present,Synchronous,Modernist Poetry,Lyric,Poetry,Free,Free verse,AbbaBccB,,,,
colab_classified,The Steeple-Jack,Marianne Moore,1932,Modernist,Modernism,Observational,Epideictic,Paragraphic,Expository,Extradiegetic,Mimetic,Third person omniscient,,Extralocative,Implied,The steeple-jack,Present,Synchronous,Modernist poetry,Lyric,Poetry,Free,Free verse,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C,,,,
colab_classified,The Pangolin,Marianne Moore,1936,Modernist,Modernism,Observational,Epideictic,Expository,Prose Poem,Extradiegetic,Mimetic,Third person,,Non-deictic,Implied,,Present,Synchronous,Modernist Poetry,Lyric,Poetry,Free,Free verse,A-B-A-B,,,,
colab_classified,What Are Years?,Marianne Moore,1941,Modernist,Modernism,Reflective,Epideictic,Descriptive,Expository,Extradiegetic,,Third person,,,General,,Reflective,Flashback,Modernist Poetry,Lyric,Descriptive Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Weary Blues,Langston Hughes,1926,Jazz Age,Harlem Renaissance,Narrative,Epideictic,Free,Poetic,Third person,External,Omniscient,,External,Implied,,Present,Sequential,African American,Lyric,Poetry,Quatrains,Anapestic tetrameter,AABB,,,,
colab_classified,Theme for English B,Langston Hughes,1951,Postwar,Harlem Renaissance,Narrative,Epideictic,Paragraphic,Expository,Third person,Mimetic,Omniscient,,Anaphoric,General,,Present,Linear,African American,Narrative,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Montage of a Dream Deferred,Langston Hughes,1951,Modernist,Harlem Renaissance,Colloquial,Epideictic,Montage,Narrative,Extradiegetic,,Omniscient,Third person,,Implied,,Present,Sequential,African American,Narrative,Poetry,Free,Irregular,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A,,,,
colab_classified,The Negro Speaks of Rivers,Langston Hughes,1921,Modernist,Harlem Renaissance,Expressive,Epideictic,Descriptive,Poetic,,,,First person,External,Implied,Rivers,Present,Single moment,African American,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Sunday Morning,Hart Crane,1926,Modernist,Modernism,Meditative,Epideictic,Descriptive,Expository,Extradiegetic,,Third person omniscient,,Static,General,,Present,Linear,Modern American Poetry,Lyric,Descriptive Poetry,Free verse,Free verse,,,,,
